Beta,rho,eta,sigma,psi,N,mu_IR,iota,loglik,loglik.se
9.636823977087802,0.14667174122015478,0.2321420958469593,0.03584551439670476,7.11428252403191,38000,2,0.05,-105.2818147286036,0.023892228001105634
9.05701386967632,0.13248563872385802,0.24707635825325874,0.04415913104187482,5.329892232561845,38000,2,0.05,-105.2820834480125,0.024951515198740306
9.499431496344458,0.14085922881106547,0.23616373763061677,0.03950024599116285,5.693626257166153,38000,2,0.05,-105.29220483827172,0.031266733314847445
10.006692488548897,0.14938093273961942,0.2242295253987649,0.017887468727853583,6.465118720947659,38000,2,0.05,-105.30978860625584,0.016819849713891895
10.066865196450626,0.14822844019620254,0.22219060665822235,0.01522419417544579,7.325659936219992,38000,2,0.05,-105.3258908255825,0.02577403163735817
9.97462553685481,0.15110371625434396,0.22335340099868783,0.02899953169398761,5.979396454569628,38000,2,0.05,-105.36503261761526,0.022940385617053582
10.120267187805766,0.14831304531408337,0.2227602318050101,0.014624981733994695,5.734202492165463,38000,2,0.05,-105.3691256031035,0.013986770472453513
10.192401631826275,0.15110314216325874,0.21931460710913842,0.026859858726802882,5.90843777422856,38000,2,0.05,-105.37402199093975,0.025151117006564735
10.178575630357267,0.14770374126095215,0.2213468898669077,0.04695049743593862,5.814521016582337,38000,2,0.05,-105.37616899308863,0.028012845017299694
10.15332438387767,0.14958614542359752,0.2213389661956334,0.034256369843692194,6.915269614520809,38000,2,0.05,-105.3811503994795,0.03043297133220076
9.883223301154901,0.14927662656464613,0.2243257728687112,0.04829238250665348,5.433004118431834,38000,2,0.05,-105.40858941561066,0.034646260775820725
9.92597127595383,0.14751073763414466,0.22735066811516724,0.0468024748393367,6.209554535838213,38000,2,0.05,-105.411803988105,0.030446322455864393
10.396675063148184,0.16287209085435586,0.21432457325820045,0.021622250575566916,5.795812703182672,38000,2,0.05,-105.42940014416462,0.023425354145331787
10.618930365389545,0.15165252751164385,0.21173927770918305,0.009318694597697982,6.2434309300638064,38000,2,0.05,-105.43222174913514,0.01777514350542344
10.6293281703201,0.16277893202407492,0.20939617174274075,0.021769546159963456,6.428671807280502,38000,2,0.05,-105.44934179504074,0.023797032392251703
10.208515897562135,0.15168739941988962,0.22147215004554457,0.02338926087254591,7.617618990610289,38000,2,0.05,-105.46194946429975,0.023173570307548394
10.528369595448043,0.15818841614891538,0.21245580088881805,0.03588174841986292,5.570729427520665,38000,2,0.05,-105.47050828018186,0.021644257040444044
10.462039967789323,0.15133680007801392,0.21471227900106904,0.019022476349641253,7.499421557427451,38000,2,0.05,-105.47636740718384,0.01854301394003421
10.933065822974793,0.16133985590673133,0.204782090396668,0.02138209663094559,6.313580128311215,38000,2,0.05,-105.47903059182747,0.016718479485582142
10.884245452625636,0.15662296993590372,0.20691645951583798,0.0217704045732646,6.2852797681325,38000,2,0.05,-105.49006335413274,0.022059995173756668
10.431508592808806,0.16277216568432631,0.21444954989337864,0.03920784514733902,6.330457928925973,38000,2,0.05,-105.51825411396,0.014957371360350595
10.730090718100824,0.16372890369844795,0.2074994181466402,0.03222032081519623,6.214060640565387,38000,2,0.05,-105.52045276430403,0.0185657264935965
11.035224653788697,0.16126914277022483,0.20431979402322167,0.02313339293239125,5.2848687272862644,38000,2,0.05,-105.5594830553232,0.03744802598685328
10.782283325889237,0.16279795098641237,0.20659424074619523,0.04088182962017075,6.036168856995495,38000,2,0.05,-105.57004162733642,0.023905202640988776
10.71964427051145,0.15336903557499854,0.2108297276579381,0.060637479070515705,6.37639498270781,38000,2,0.05,-105.57650876921781,0.027866634020917186
11.010999725612024,0.16628388838688654,0.20240948558934566,0.035915813096132856,6.108274696456581,38000,2,0.05,-105.61050904625866,0.027362738013334133
11.012199779513741,0.15996687295729675,0.20462879774055995,0.040751379521430875,6.89509148459314,38000,2,0.05,-105.61301986910517,0.027565588204756707
11.454168469938098,0.16486591503352355,0.19741393898179163,0.03375978977004353,6.204066217677332,38000,2,0.05,-105.65561482662144,0.036341228929421925
11.600300846056665,0.17024567075978447,0.1939911670279311,0.030558167481147116,6.333108409493994,38000,2,0.05,-105.67548646273,0.02790695767001932
10.264267324764955,0.15654965706804036,0.217358164338319,0.06946937068820863,7.982574461209161,38000,2,0.05,-105.68454842224273,0.023733141281159463
11.302956320665576,0.1742198387545057,0.19652203453809053,0.014802708830622461,5.614334761030903,38000,2,0.05,-105.70468274615502,0.020058187748044107
11.063361672289268,0.1678748624548479,0.20129369966886285,0.05560385714571305,6.428109523060136,38000,2,0.05,-105.71238464378,0.028294556050150275
11.487492650217913,0.16991659903311174,0.19384269049094593,0.022228224108073465,7.0593741796560865,38000,2,0.05,-105.71348567812531,0.03176811205324951
11.827598039776216,0.16938705778392954,0.19149883854448815,0.01496188143837286,6.545704859985073,38000,2,0.05,-105.71530087115296,0.03531897292125488
10.944297231158261,0.1557520381484879,0.20892435289478145,0.06206351049985214,6.460346974819318,38000,2,0.05,-105.72143515613153,0.022790489812353383
12.044146982107529,0.17906769181961266,0.18680406512537395,0.015209521528917387,6.3965371818092995,38000,2,0.05,-105.72264325266688,0.03013663978102225
11.758575705361505,0.171959110939002,0.1916189536692709,0.023890692538661114,7.403616481001635,38000,2,0.05,-105.72921593484148,0.02623258240057186
11.314519356911923,0.16968313683064315,0.1975842981230753,0.07000469659469666,6.513833078659463,38000,2,0.05,-105.79258435154848,0.03583856700788194
12.214245534233743,0.17437379495764632,0.1855920587440956,0.012182556094062137,6.013953036537953,38000,2,0.05,-105.80731659084415,0.02690429033530851
11.554370282604005,0.18182463411186456,0.19234152227804427,0.04948973200150772,6.706881278408557,38000,2,0.05,-105.82255859009716,0.023380965452157617
11.955938638989286,0.16814472543678188,0.19007310930819024,0.059837663974979145,6.3754695316266226,38000,2,0.05,-105.83500047376282,0.023558098892433346
12.406184212989045,0.17586689815259704,0.1809755348327676,0.00501234213309636,6.634015077100327,38000,2,0.05,-105.83571671546001,0.029846693878314085
12.004301200235455,0.17261346295892144,0.18836566613686737,0.023517290772627847,5.034889366740585,38000,2,0.05,-105.83589762268453,0.01894059217356127
12.43971108991384,0.17634556662667256,0.18238199117807669,0.009452292864340683,6.965634716360052,38000,2,0.05,-105.84952900933159,0.026342512401119917
11.184585228703842,0.1656101950374109,0.20413073830945583,0.0661664320728202,5.844851382159859,38000,2,0.05,-105.8650599372516,0.03306219696822311
12.278727978913334,0.1731865518535198,0.18442406454805477,0.02727565829325572,5.44250428871232,38000,2,0.05,-105.86972040298176,0.02562969618346521
11.96327236512337,0.1700535222721495,0.18837501023314038,0.05973079022984535,7.214600837082243,38000,2,0.05,-105.89812513177297,0.023526560943572274
12.29615533672142,0.17527276763911817,0.18559871099325315,0.015084398007678204,6.100909276938648,38000,2,0.05,-105.90262127236494,0.023622341334571802
12.625746672061283,0.18502180552841327,0.17765113248054804,0.008823152469358145,6.751110642953438,38000,2,0.05,-105.90697608082846,0.02458306132745187
12.40638394764163,0.1834827964278849,0.18010040268918004,0.03795646694651443,6.502472826142836,38000,2,0.05,-105.9093377929671,0.031157325000343107
12.506923098065993,0.18518237710709648,0.1804373623496976,0.043547211483755656,6.5030355016448524,38000,2,0.05,-105.92299123107085,0.022845833680145432
12.526941168912249,0.18374887913809038,0.18066050754456078,0.04173215117809145,6.981112522451166,38000,2,0.05,-105.93292456931762,0.02538049622392157
12.569461222501804,0.17987490508323178,0.1785290002685063,0.018098245326749886,5.464823584244747,38000,2,0.05,-105.94831022147538,0.03323747543281505
12.414390010283599,0.17956983546293068,0.18268432489841002,0.04286136835759294,5.492236703713107,38000,2,0.05,-105.98858233623717,0.03016495721537502
12.967613605916322,0.18884040721670203,0.17431862231643835,0.03829813047462196,6.842417513082369,38000,2,0.05,-106.01437871663555,0.03657489914956746
12.664877879858876,0.1907337981484289,0.17704351409918115,0.04125443383532728,6.424793353293447,38000,2,0.05,-106.01585604196546,0.03068924722489672
12.488552483269725,0.17624873366692465,0.18408371800009488,0.03309684691200941,6.61857456435731,38000,2,0.05,-106.05496704368163,0.03170500984303371
13.254164347323053,0.18479211608242396,0.17026034883209118,0.019499515764005985,6.225817200011202,38000,2,0.05,-106.06554896338375,0.025359580471206816
12.187670690645744,0.17068516422364352,0.18530363549438306,0.05626664575490027,9.070531905538113,38000,2,0.05,-106.09779074791861,0.030278856624053607
12.721086390316774,0.1892294561364145,0.17525098502506617,0.05941747890474336,7.241412529614656,38000,2,0.05,-106.11178117758685,0.01679085746719908
13.34975875073623,0.20000806403521187,0.16820593386769886,0.01075437865430668,5.878218505487041,38000,2,0.05,-106.1317771102081,0.027514698259080404
13.428779980365519,0.1929958035448491,0.16802275119271015,0.04360591727482462,6.615789148499042,38000,2,0.05,-106.14341326932968,0.02179877317281996
13.367823635231591,0.20103165207641616,0.16719266559035542,0.011561547601816309,5.556556327510822,38000,2,0.05,-106.15312778669833,0.03206858508481857
12.708930456093423,0.17615309929138454,0.1762879466063958,0.047836073802660986,8.348617968015866,38000,2,0.05,-106.18913755599928,0.03186666983413221
13.88695377520725,0.19460980757591265,0.16479901952502646,0.022423945676980465,6.267955437139373,38000,2,0.05,-106.21704742887565,0.02246535213238517
13.194092465985204,0.2025241887947626,0.16842644899237172,0.04408943793543571,5.777865838660839,38000,2,0.05,-106.24212478328141,0.027942393715227564
13.832819911842465,0.19707742081406185,0.16390719314233929,0.03366823621926662,5.872146184696187,38000,2,0.05,-106.24601893123182,0.02356650713623873
14.12047750328937,0.19968634378629696,0.16097456889961037,0.03340791805522299,6.833349217999324,38000,2,0.05,-106.25858756487136,0.0369671267525673
14.219520424694265,0.199680664051105,0.15965449511454707,0.021362688924197726,6.361389191852613,38000,2,0.05,-106.26015685398592,0.02587094313421728
13.4554715988915,0.1826597054983569,0.1685498882373513,0.06877113458689854,6.727155628960015,38000,2,0.05,-106.26410275909235,0.028919975897205033
14.190842150759739,0.20328556827515665,0.15874729673231472,0.013912740936552979,6.485689016453354,38000,2,0.05,-106.27682445617668,0.024192570546047464
14.15005380862305,0.20361743000710059,0.1594573502996021,0.03107869273055664,5.989555624680981,38000,2,0.05,-106.28457700011289,0.020896204203724827
13.682478232505082,0.18225516436334138,0.16762302379723665,0.04937757110174757,5.971572306149243,38000,2,0.05,-106.29779368958161,0.0325540218541101
14.642167054403838,0.20455834546847373,0.15463487962828637,0.0011945327424248953,6.542414253023395,38000,2,0.05,-106.35904270912889,0.022990978016787397
14.48125958688612,0.2103073453428172,0.15513734284164732,0.029718417204773057,6.393532582281111,38000,2,0.05,-106.3776535464819,0.024812128531235215
14.575781646049862,0.20352827882859617,0.1552472077733586,0.02344463793864751,6.356183414205847,38000,2,0.05,-106.38121506801694,0.025850911188066813
14.61998293099272,0.20879467513034128,0.1547065816687799,0.026889864126002,6.751925761842963,38000,2,0.05,-106.39832145485113,0.022232779440924846
14.473052685904513,0.20174802849525086,0.15775840293710808,0.05230728511250932,5.832272908391071,38000,2,0.05,-106.4286734718541,0.022560765744533123
14.557591918898591,0.20722105437109303,0.15601561163772817,0.04426170677674309,5.45713317938296,38000,2,0.05,-106.49211748500613,0.024464087485115055
14.873798597790046,0.21364698931916,0.15303691396838676,0.05609326977437144,6.42177624975981,38000,2,0.05,-106.54015236725553,0.025257800737397557
14.922230805046572,0.22733119767292906,0.15052439640055015,0.006624635558385604,6.848047529708869,38000,2,0.05,-106.57203260053653,0.02523931351950403
15.883945747058256,0.21939714398014656,0.14371394172867907,0.012198925142254295,6.837836614967142,38000,2,0.05,-106.6403753649225,0.025282651611235576
15.69652775090845,0.2135507277793189,0.14397592666752523,0.05187456923258341,6.1936367001197805,38000,2,0.05,-106.7017560664912,0.03632151223347678
16.446579201909458,0.22643734644675131,0.1380421409728255,0.030662717632020848,7.017930200734725,38000,2,0.05,-106.75262233381655,0.018619177991646963
16.49097726100059,0.23122930427646715,0.13705347442414872,0.042797040774450235,7.094728591873068,38000,2,0.05,-106.82725263338894,0.026565421116188256
16.369792200482426,0.22244124982266922,0.14076054693849832,0.07593576046699801,7.921040609543616,38000,2,0.05,-106.9999212243993,0.034318369977763684
16.901580722343247,0.22435574111898898,0.13558026190423694,0.030776002959328082,5.414552985099152,38000,2,0.05,-107.00026383059938,0.028696170641596738
17.660185010718195,0.23975228263175516,0.1294194514262132,0.027844851628303604,7.512911463870191,38000,2,0.05,-107.04524586021326,0.034886900682382004
17.327490554640246,0.2274680066338003,0.1321160078685327,0.0482972935989297,6.062096028722954,38000,2,0.05,-107.07117255586105,0.018328394825925468
17.726331207192942,0.2305185016003151,0.12953855224421085,0.015300157725708174,6.339239758776049,38000,2,0.05,-107.09367545241545,0.022355123355071733
17.62330111805685,0.24781339433145147,0.12962427740303992,0.011098190627675307,5.81901841259751,38000,2,0.05,-107.10609256274769,0.022157905193524414
18.31669186352283,0.2547087791900241,0.12419026643700745,0.015944599875480876,7.10308974275608,38000,2,0.05,-107.19621908727277,0.023137752334268253
17.32705794056586,0.23725460867769904,0.1322726142185106,0.075818531622281235,5.564974427266935,38000,2,0.05,-107.24298183461948,0.021245406070830745
17.23973946339777,0.24678354782512,0.13068990797602428,0.044957302706555534,10.150924374624388,38000,2,0.05,-107.27764530131306,0.031373428413436676
18.548535165637105,0.2676718173853686,0.12184882638454261,0.008142382822222108,6.7006385706897715,38000,2,0.05,-107.32103923418437,0.02503306665413828
18.938947042204045,0.2544219764590899,0.12065814095056748,0.01497021899670338,6.4822085191373136,38000,2,0.05,-107.34289121457162,0.019785384795134076
18.611228036442327,0.25902447469567613,0.12312557870160708,0.024086387733491095,5.732749778144263,38000,2,0.05,-107.35368945193585,0.02600196274533909
19.123309780672038,0.25610924029471016,0.12095980346044094,0.038407320232353194,6.907193346623657,38000,2,0.05,-107.42353406529455,0.03220671878622705
18.580002536189074,0.25781170321067964,0.12383416109322236,0.06324613950433174,8.103122381162033,38000,2,0.05,-107.42641775109877,0.026904485578475645
18.15201107040042,0.249544087341104,0.12655002338527607,0.09272570569310129,8.453678569785279,38000,2,0.05,-107.44910902412224,0.03171994603018522
19.02624061119606,0.2753249920525623,0.11870684777859573,0.014464432037332874,6.6100099686539595,38000,2,0.05,-107.46164435742622,0.03223825131947466
18.918538643827265,0.2413434099223722,0.1229314684909375,0.06470343203870592,7.113756720516812,38000,2,0.05,-107.47152554491424,0.016724557542936537
19.53597440082749,0.26084964211742373,0.11742647692505834,0.051085544934417075,7.499388306511431,38000,2,0.05,-107.56758895836441,0.017919132485351815
19.998245384995943,0.2727809952506382,0.11403683950078104,0.03516582354705168,6.07014010994279,38000,2,0.05,-107.64957687445242,0.025317049453338278
20.09021613256263,0.2736806487891059,0.11324095891422166,0.048304021687093926,8.407272545805503,38000,2,0.05,-107.72819322529618,0.02620770764201618
21.246016120625768,0.2771290879144872,0.10835281796859499,0.07719262947251848,7.728970696990776,38000,2,0.05,-107.98970687259964,0.03351419461824607
22.53044682030158,0.30704208073327643,0.10107232766174198,0.03243929071072563,9.29211220581729,38000,2,0.05,-108.1741271400648,0.03799547457728447
22.11257399177831,0.28957456219373306,0.10290691118663632,0.05522315055007277,7.809446053970466,38000,2,0.05,-108.20063429357754,0.026232367238052116
22.384201333894822,0.2910631184945894,0.10415762534028257,0.0750028831095726,7.948038757248439,38000,2,0.05,-108.2094067095104,0.022528146121554234
23.263928904578716,0.29431255304437537,0.10038505989991975,0.021245343242286514,7.35734908829405,38000,2,0.05,-108.23973893515428,0.03363860266716511
23.784975075354605,0.3232769185706409,0.09693453718755304,0.03916124489334351,9.684515787358656,38000,2,0.05,-108.48306149108147,0.015248467728083094
25.750977066962246,0.34134831490534057,0.08901705263341946,0.02631165245859087,7.3684290118307025,38000,2,0.05,-108.81789720909576,0.018924318363561447
26.232659735040908,0.3275050697473903,0.08941518376210249,0.015644112775326614,7.879641297805554,38000,2,0.05,-108.86293637858755,0.018353773564232175
26.950868873269183,0.32756141250350174,0.08730325940477084,0.015465679517750963,7.057249337425194,38000,2,0.05,-108.9623351489485,0.02873880727573236
27.40954354686155,0.3548700060175357,0.08455055405613482,0.03130391924644573,7.380938874105095,38000,2,0.05,-109.07757490981214,0.0380117802282169
28.70887200409856,0.36491475445780647,0.07961437693075264,0.016117624213325066,6.537265319153301,38000,2,0.05,-109.3863840417573,0.03637226334040134
30.522597197776967,0.377241622557614,0.07653336034370109,0.04577283519006323,7.40465543465726,38000,2,0.05,-109.5849093021912,0.025609001695086935
30.179112498533545,0.39113479214133867,0.07638556261183203,0.02187199061108871,6.452358248579658,38000,2,0.05,-109.59228103842517,0.03392253398676458
30.525809540909155,0.3833570664834661,0.07584811929703465,0.014988626072763066,7.379145236068911,38000,2,0.05,-109.60015515459285,0.026251207998510766
31.815506841705325,0.3917189136349781,0.07346020354574449,0.06299851306265034,8.069474615103758,38000,2,0.05,-109.84895425052515,0.0074230819029213425
32.24693636136374,0.40277811841204403,0.07182687366470186,0.022787781272843123,8.707224468827881,38000,2,0.05,-109.92183942698223,0.03130205081853638
32.313458893006334,0.38238327474412287,0.07270504925701188,0.07905899515792272,7.606453461531742,38000,2,0.05,-109.98606568148988,0.033476139468123306
31.582216906453837,0.4230246726524548,0.0736263610429328,0.046725997608700484,8.82199548586816,38000,2,0.05,-109.99247467846745,0.03695917012125467
33.27895948931184,0.3911157671256111,0.07164256740202081,0.07698162792915458,7.792904413544223,38000,2,0.05,-110.05220292253392,0.049655956854555795
33.393575165694806,0.43214901964147306,0.0694621102642157,0.04511404618504365,9.384985953245492,38000,2,0.05,-110.15107065835731,0.031192313501221456
33.48206043993624,0.43581737490537775,0.068050222803241,0.018320662540352972,8.0597042853236,38000,2,0.05,-110.19933042434089,0.022564283500277112
42.38062675482448,0.4726838164309471,0.05617994900247646,0.08731859877567394,9.225256767331743,38000,2,0.05,-111.33573037326128,0.042137564913843656
43.00768195096234,0.48995942388316555,0.05612480516919711,0.09533150474358278,7.278408250469526,38000,2,0.05,-111.41649930363738,0.021704729677181272
43.00210596912694,0.5192335734477259,0.055146059260377925,0.06675551780957606,8.538443448307714,38000,2,0.05,-111.51564189887829,0.03232774942237974
42.897748711383905,0.5547033192475841,0.054166891305343474,0.037374370406652035,8.938732928692103,38000,2,0.05,-111.64351609150216,0.04838062011823473
44.27095088351974,0.5333397096610721,0.052476673265498104,0.05327140820394508,6.252079309239435,38000,2,0.05,-111.91200968450188,0.03944508286788242
49.43124852376852,0.6037124496554782,0.048192396301210395,0.062271845521700446,7.927481054760931,38000,2,0.05,-112.45091957379438,0.049578747557135476
51.5681983438543,0.5654726202090075,0.04684785682809755,0.05402246163920202,8.2745595065043,38000,2,0.05,-112.4599746823134,0.030527388958840104
53.057413570231134,0.6115478572363928,0.04408934149953688,0.054975533774781954,10.260020749719567,38000,2,0.05,-112.8411231874179,0.040923358851745015
60.34376750355242,0.6319576546173183,0.040017080719287036,0.10014890228761009,8.273476503587032,38000,2,0.05,-113.48987326322549,0.034756109808408604
69.33567941902403,0.7312289057272412,0.035728545543208555,0.08812467030491065,13.802006365145125,38000,2,0.05,-114.29715875069027,0.020942198476384986
71.15964568510833,0.8444985413098444,0.03393113770105269,0.020188135773709034,10.921747848358713,38000,2,0.05,-114.86159803194062,0.051262450810443644
81.88657956716939,0.8280882400835433,0.029986546014430345,0.07127121799794083,9.54866916215349,38000,2,0.05,-115.3958500078234,0.04842567278465297
83.87285897072506,0.8359548453392321,0.03004884425328676,0.1838370142037131,16.789100771023815,38000,2,0.05,-115.52852425991539,0.05925291105243551
87.63072577416494,0.8454713813398866,0.02979568155241476,0.2044042506920931,17.744507222927933,38000,2,0.05,-115.74797409897893,0.052655042012223034
86.89054659735856,0.9215659974323968,0.0275564545858573,0.04263362050606737,11.007330474851045,38000,2,0.05,-116.00306818366725,0.03378656155235316
92.2967651147741,0.8900771464875831,0.026979321699143122,0.1442167790212812,13.903946412239028,38000,2,0.05,-116.11584293605397,0.04501542225347776
103.18213033174827,0.8833479725361529,0.026038770013633944,0.26886830490634256,28.50383649622253,38000,2,0.05,-116.49230671212413,0.020627431648323372
98.48829996441907,0.9682703092004201,0.025256546395044772,0.02967037713512052,6.7660391784880325,38000,2,0.05,-116.90035439729152,0.03802745156926978
108.05728084089607,0.9613820061271316,0.023498016686008424,0.037143631761699665,10.398802528223955,38000,2,0.05,-117.30716788465041,0.07517547455709016
5.702233217114601,0.9633924675040927,0.30836263096013944,0.11200152642212224,9.96498169036794,38000,2,0.05,-119.01138032337546,0.046898678369439804
593.7924155857496,0.9709149690725076,0.01187050908487708,0.8810704570049716,2.565957491233836,38000,2,0.05,-130.03998148182131,0.12004833803768658
240.7025161379073,0.9795756055457225,0.012145517913163897,0.020744561841707757,1.9119513646884814,38000,2,0.05,-130.4938733303765,0.1829254005130195
526.225593946082,0.9120032351732054,0.006343995685789143,0.3400283867210685,0.4685274179289088,38000,2,0.05,-150.09469077829343,0.2919518221136158
140.5590855605725,0.9473969175848579,0.0011413175560334283,0.4743877603359952,0.2000059267716972,38000,2,0.05,-311.4062262536463,3.070624566423206
